,pre,stop,vowel,pre_path,stop_path,vowel_path,pre_startTime,pre_endTime,stop_startTime,stop_endTime,vowel_startTime,vowel_endTime,speaker,wuid,phi_type,first_sep_frame,second_sep_frame
790,S,T,AO,4481/17499/0020/4481-17499-0020-0006.flac,4481/17499/0020/4481-17499-0020-0007.flac,4481/17499/0020/4481-17499-0020-0008.flac,0.51,0.62,0.62,0.69,0.69,0.82,4481,4481-17499-0020-0001,ST,6,11
791,S,T,IH,4481/17499/0021/4481-17499-0021-0061.flac,4481/17499/0021/4481-17499-0021-0062.flac,4481/17499/0021/4481-17499-0021-0063.flac,4.91,4.97,4.97,5.06,5.06,5.09,4481,4481-17499-0021-0015,ST,3,9
792,S,P,AA,4481/17499/0022/4481-17499-0022-0078.flac,4481/17499/0022/4481-17499-0022-0079.flac,4481/17499/0022/4481-17499-0022-0080.flac,6.96,7.03,7.03,7.1,7.1,7.21,4481,4481-17499-0022-0017,ST,4,8
793,S,P,EH,4481/17499/0022/4481-17499-0022-0189.flac,4481/17499/0022/4481-17499-0022-0190.flac,4481/17499/0022/4481-17499-0022-0191.flac,15.1,15.2,15.2,15.26,15.26,15.35,4481,4481-17499-0022-0042,ST,6,10
794,S,P,AH,4481/17499/0024/4481-17499-0024-0023.flac,4481/17499/0024/4481-17499-0024-0024.flac,4481/17499/0024/4481-17499-0024-0025.flac,1.93,2.02,2.02,2.08,2.08,2.16,4481,4481-17499-0024-0005,ST,5,9
795,S,T,IH,4481/17499/0025/4481-17499-0025-0071.flac,4481/17499/0025/4481-17499-0025-0072.flac,4481/17499/0025/4481-17499-0025-0073.flac,6.12,6.28,6.28,6.35,6.35,6.42,4481,4481-17499-0025-0018,ST,10,14
796,S,P,EH,4481/17499/0025/4481-17499-0025-0135.flac,4481/17499/0025/4481-17499-0025-0136.flac,4481/17499/0025/4481-17499-0025-0137.flac,11.36,11.44,11.44,11.5,11.5,11.58,4481,4481-17499-0025-0031,ST,5,8
797,S,T,IH,4481/17499/0025/4481-17499-0025-0187.flac,4481/17499/0025/4481-17499-0025-0188.flac,4481/17499/0025/4481-17499-0025-0189.flac,15.67,15.77,15.77,15.83,15.83,15.96,4481,4481-17499-0025-0039,ST,6,10
798,S,T,EH,4481/17499/0028/4481-17499-0028-0022.flac,4481/17499/0028/4481-17499-0028-0023.flac,4481/17499/0028/4481-17499-0028-0024.flac,1.52,1.61,1.61,1.7,1.7,1.76,4481,4481-17499-0028-0004,ST,5,11
799,S,T,IH,4481/17499/0030/4481-17499-0030-0007.flac,4481/17499/0030/4481-17499-0030-0008.flac,4481/17499/0030/4481-17499-0030-0009.flac,1.13,1.22,1.22,1.29,1.29,1.37,4481,4481-17499-0030-0002,ST,5,10
800,S,T,AA,4481/17499/0033/4481-17499-0033-0100.flac,4481/17499/0033/4481-17499-0033-0101.flac,4481/17499/0033/4481-17499-0033-0102.flac,10.51,10.62,10.62,10.68,10.68,10.82,4481,4481-17499-0033-0030,ST,6,10
801,S,T,EH,4481/17499/0034/4481-17499-0034-0025.flac,4481/17499/0034/4481-17499-0034-0026.flac,4481/17499/0034/4481-17499-0034-0027.flac,2.03,2.13,2.13,2.18,2.18,2.24,4481,4481-17499-0034-0008,ST,6,9
802,S,T,AH,4481/17499/0035/4481-17499-0035-0035.flac,4481/17499/0035/4481-17499-0035-0036.flac,4481/17499/0035/4481-17499-0035-0037.flac,4.04,4.26,4.26,4.34,4.34,4.43,4481,4481-17499-0035-0012,ST,13,18
803,S,P,IY,4481/17499/0037/4481-17499-0037-0080.flac,4481/17499/0037/4481-17499-0037-0081.flac,4481/17499/0037/4481-17499-0037-0082.flac,7.9,8.0,8.0,8.06,8.06,8.16,4481,4481-17499-0037-0021,ST,6,10
804,S,P,IY,4481/17499/0045/4481-17499-0045-0166.flac,4481/17499/0045/4481-17499-0045-0167.flac,4481/17499/0045/4481-17499-0045-0168.flac,13.99,14.08,14.08,14.15,14.15,14.25,4481,4481-17499-0045-0048,ST,5,10
805,S,P,OW,4481/17499/0047/4481-17499-0047-0020.flac,4481/17499/0047/4481-17499-0047-0021.flac,4481/17499/0047/4481-17499-0047-0022.flac,1.53,1.64,1.64,1.71,1.71,1.85,4481,4481-17499-0047-0007,ST,6,11
806,S,T,IY,8630/305212/0000/8630-305212-0000-0015.flac,8630/305212/0000/8630-305212-0000-0016.flac,8630/305212/0000/8630-305212-0000-0017.flac,2.67,2.75,2.75,2.83,2.83,2.87,8630,8630-305212-0000-0003,ST,5,10
807,S,T,IY,8630/305212/0000/8630-305212-0000-0064.flac,8630/305212/0000/8630-305212-0000-0065.flac,8630/305212/0000/8630-305212-0000-0066.flac,9.92,9.99,9.99,10.06,10.06,10.11,8630,8630-305212-0000-0014,ST,4,8
808,S,K,UW,8630/305212/0001/8630-305212-0001-0012.flac,8630/305212/0001/8630-305212-0001-0013.flac,8630/305212/0001/8630-305212-0001-0014.flac,1.45,1.54,1.54,1.6,1.6,1.7,8630,8630-305212-0001-0003,ST,5,9
809,S,T,IH,8630/305212/0002/8630-305212-0002-0006.flac,8630/305212/0002/8630-305212-0002-0007.flac,8630/305212/0002/8630-305212-0002-0008.flac,0.5,0.57,0.57,0.65,0.65,0.69,8630,8630-305212-0002-0000,ST,4,9
810,S,T,IH,8630/305212/0002/8630-305212-0002-0102.flac,8630/305212/0002/8630-305212-0002-0103.flac,8630/305212/0002/8630-305212-0002-0104.flac,10.86,10.94,10.94,11.01,11.01,11.07,8630,8630-305212-0002-0022,ST,5,9
811,S,T,IY,8630/305212/0003/8630-305212-0003-0044.flac,8630/305212/0003/8630-305212-0003-0045.flac,8630/305212/0003/8630-305212-0003-0046.flac,3.9,3.99,3.99,4.06,4.06,4.28,8630,8630-305212-0003-0012,ST,5,9
812,S,K,UW,8630/305212/0005/8630-305212-0005-0064.flac,8630/305212/0005/8630-305212-0005-0065.flac,8630/305212/0005/8630-305212-0005-0066.flac,7.61,7.76,7.76,7.83,7.83,7.95,8630,8630-305212-0005-0022,ST,9,13
813,S,K,AH,8630/305212/0006/8630-305212-0006-0105.flac,8630/305212/0006/8630-305212-0006-0106.flac,8630/305212/0006/8630-305212-0006-0107.flac,12.1,12.17,12.17,12.24,12.24,12.3,8630,8630-305212-0006-0032,ST,4,8
814,S,P,EH,8630/305212/0007/8630-305212-0007-0015.flac,8630/305212/0007/8630-305212-0007-0016.flac,8630/305212/0007/8630-305212-0007-0017.flac,1.37,1.44,1.44,1.51,1.51,1.59,8630,8630-305212-0007-0004,ST,4,8
815,S,T,IY,8630/305212/0007/8630-305212-0007-0084.flac,8630/305212/0007/8630-305212-0007-0085.flac,8630/305212/0007/8630-305212-0007-0086.flac,8.8,8.91,8.91,8.99,8.99,9.05,8630,8630-305212-0007-0018,ST,6,11
816,S,K,EH,8630/305212/0008/8630-305212-0008-0036.flac,8630/305212/0008/8630-305212-0008-0037.flac,8630/305212/0008/8630-305212-0008-0038.flac,4.41,4.57,4.57,4.66,4.66,4.73,8630,8630-305212-0008-0009,ST,10,15
817,S,T,AA,8630/305212/0008/8630-305212-0008-0053.flac,8630/305212/0008/8630-305212-0008-0054.flac,8630/305212/0008/8630-305212-0008-0055.flac,5.85,5.94,5.94,6.01,6.01,6.13,8630,8630-305212-0008-0013,ST,5,10
818,S,T,AE,8630/305212/0008/8630-305212-0008-0116.flac,8630/305212/0008/8630-305212-0008-0117.flac,8630/305212/0008/8630-305212-0008-0118.flac,12.62,12.68,12.68,12.74,12.74,12.87,8630,8630-305212-0008-0031,ST,3,7
819,S,T,EH,8630/305212/0009/8630-305212-0009-0085.flac,8630/305212/0009/8630-305212-0009-0086.flac,8630/305212/0009/8630-305212-0009-0087.flac,8.78,8.88,8.88,8.94,8.94,9.0,8630,8630-305212-0009-0027,ST,6,10
820,S,T,IH,8630/305212/0013/8630-305212-0013-0135.flac,8630/305212/0013/8630-305212-0013-0136.flac,8630/305212/0013/8630-305212-0013-0137.flac,15.42,15.52,15.52,15.57,15.57,15.65,8630,8630-305212-0013-0034,ST,6,9
821,S,T,IY,8630/305212/0018/8630-305212-0018-0025.flac,8630/305212/0018/8630-305212-0018-0026.flac,8630/305212/0018/8630-305212-0018-0027.flac,2.15,2.21,2.21,2.29,2.29,2.32,8630,8630-305212-0018-0004,ST,3,8
822,S,K,AH,8630/305212/0019/8630-305212-0019-0008.flac,8630/305212/0019/8630-305212-0019-0009.flac,8630/305212/0019/8630-305212-0019-0010.flac,0.99,1.07,1.07,1.15,1.15,1.23,8630,8630-305212-0019-0002,ST,5,9
823,S,P,OW,8630/305212/0020/8630-305212-0020-0069.flac,8630/305212/0020/8630-305212-0020-0070.flac,8630/305212/0020/8630-305212-0020-0071.flac,5.86,5.94,5.94,6.02,6.02,6.15,8630,8630-305212-0020-0017,ST,5,9
824,S,T,IY,8630/305212/0020/8630-305212-0020-0133.flac,8630/305212/0020/8630-305212-0020-0134.flac,8630/305212/0020/8630-305212-0020-0135.flac,12.47,12.56,12.56,12.63,12.63,12.66,8630,8630-305212-0020-0032,ST,5,10
825,S,T,EH,8630/305212/0022/8630-305212-0022-0107.flac,8630/305212/0022/8630-305212-0022-0108.flac,8630/305212/0022/8630-305212-0022-0109.flac,11.86,11.96,11.96,12.03,12.03,12.11,8630,8630-305212-0022-0030,ST,6,10
826,S,K,UW,8630/305212/0024/8630-305212-0024-0039.flac,8630/305212/0024/8630-305212-0024-0040.flac,8630/305212/0024/8630-305212-0024-0041.flac,3.62,3.7,3.7,3.78,3.78,3.96,8630,8630-305212-0024-0012,ST,5,9
827,S,T,ER,8630/305212/0026/8630-305212-0026-0055.flac,8630/305212/0026/8630-305212-0026-0056.flac,8630/305212/0026/8630-305212-0026-0057.flac,6.31,6.39,6.39,6.47,6.47,6.51,8630,8630-305212-0026-0013,ST,5,10
828,S,K,UW,8630/305212/0026/8630-305212-0026-0114.flac,8630/305212/0026/8630-305212-0026-0115.flac,8630/305212/0026/8630-305212-0026-0116.flac,12.75,12.86,12.86,12.93,12.93,13.0,8630,8630-305212-0026-0026,ST,6,11
829,S,T,UW,8630/305212/0027/8630-305212-0027-0009.flac,8630/305212/0027/8630-305212-0027-0010.flac,8630/305212/0027/8630-305212-0027-0011.flac,0.98,1.04,1.04,1.1,1.1,1.2,8630,8630-305212-0027-0002,ST,3,7
830,S,K,UW,8630/305212/0028/8630-305212-0028-0022.flac,8630/305212/0028/8630-305212-0028-0023.flac,8630/305212/0028/8630-305212-0028-0024.flac,1.81,1.93,1.93,1.99,1.99,2.19,8630,8630-305212-0028-0006,ST,7,11
831,S,T,IY,8630/305212/0028/8630-305212-0028-0131.flac,8630/305212/0028/8630-305212-0028-0132.flac,8630/305212/0028/8630-305212-0028-0133.flac,12.98,13.07,13.07,13.15,13.15,13.18,8630,8630-305212-0028-0032,ST,5,10
832,S,K,EY,8630/305212/0029/8630-305212-0029-0007.flac,8630/305212/0029/8630-305212-0029-0008.flac,8630/305212/0029/8630-305212-0029-0009.flac,0.53,0.62,0.62,0.71,0.71,0.87,8630,8630-305212-0029-0002,ST,5,11
833,S,P,EH,8630/305212/0029/8630-305212-0029-0091.flac,8630/305212/0029/8630-305212-0029-0092.flac,8630/305212/0029/8630-305212-0029-0093.flac,8.44,8.51,8.51,8.59,8.59,8.71,8630,8630-305212-0029-0021,ST,4,9
834,S,P,IY,8630/305212/0029/8630-305212-0029-0129.flac,8630/305212/0029/8630-305212-0029-0130.flac,8630/305212/0029/8630-305212-0029-0131.flac,12.57,12.69,12.69,12.76,12.76,12.84,8630,8630-305212-0029-0030,ST,7,11
835,S,T,IY,8630/305212/0030/8630-305212-0030-0004.flac,8630/305212/0030/8630-305212-0030-0005.flac,8630/305212/0030/8630-305212-0030-0006.flac,0.83,0.92,0.92,1.0,1.0,1.05,8630,8630-305212-0030-0000,ST,5,10
836,S,T,UH,8630/305212/0032/8630-305212-0032-0025.flac,8630/305212/0032/8630-305212-0032-0026.flac,8630/305212/0032/8630-305212-0032-0027.flac,2.87,2.93,2.93,3.0,3.0,3.08,8630,8630-305212-0032-0005,ST,3,8
837,S,T,AE,8630/305212/0033/8630-305212-0033-0040.flac,8630/305212/0033/8630-305212-0033-0041.flac,8630/305212/0033/8630-305212-0033-0042.flac,3.64,3.71,3.71,3.79,3.79,3.9,8630,8630-305212-0033-0011,ST,4,9
838,S,P,IH,8630/305212/0033/8630-305212-0033-0049.flac,8630/305212/0033/8630-305212-0033-0050.flac,8630/305212/0033/8630-305212-0033-0051.flac,4.2,4.31,4.31,4.37,4.37,4.41,8630,8630-305212-0033-0013,ST,6,10
839,S,T,IH,8630/305212/0036/8630-305212-0036-0111.flac,8630/305212/0036/8630-305212-0036-0112.flac,8630/305212/0036/8630-305212-0036-0113.flac,11.25,11.37,11.37,11.44,11.44,11.56,8630,8630-305212-0036-0031,ST,7,11
840,S,T,IH,8630/305212/0037/8630-305212-0037-0029.flac,8630/305212/0037/8630-305212-0037-0030.flac,8630/305212/0037/8630-305212-0037-0031.flac,2.54,2.66,2.66,2.73,2.73,2.78,8630,8630-305212-0037-0008,ST,7,11
841,S,P,OW,8630/305212/0038/8630-305212-0038-0024.flac,8630/305212/0038/8630-305212-0038-0025.flac,8630/305212/0038/8630-305212-0038-0026.flac,2.35,2.45,2.45,2.53,2.53,2.69,8630,8630-305212-0038-0006,ST,6,11
842,S,T,EY,8630/305212/0040/8630-305212-0040-0040.flac,8630/305212/0040/8630-305212-0040-0041.flac,8630/305212/0040/8630-305212-0040-0042.flac,4.99,5.05,5.05,5.12,5.12,5.32,8630,8630-305212-0040-0011,ST,3,8
843,S,P,OW,8630/305212/0044/8630-305212-0044-0001.flac,8630/305212/0044/8630-305212-0044-0002.flac,8630/305212/0044/8630-305212-0044-0003.flac,0.12,0.29,0.29,0.38,0.38,0.52,8630,8630-305212-0044-0000,ST,10,16
844,S,T,IY,8630/305213/0001/8630-305213-0001-0043.flac,8630/305213/0001/8630-305213-0001-0044.flac,8630/305213/0001/8630-305213-0001-0045.flac,4.35,4.44,4.44,4.52,4.52,4.57,8630,8630-305213-0001-0011,ST,5,10
845,S,T,IY,8630/305213/0002/8630-305213-0002-0083.flac,8630/305213/0002/8630-305213-0002-0084.flac,8630/305213/0002/8630-305213-0002-0085.flac,9.67,9.76,9.76,9.83,9.83,9.87,8630,8630-305213-0002-0022,ST,5,10
846,S,T,IY,8630/305213/0004/8630-305213-0004-0024.flac,8630/305213/0004/8630-305213-0004-0025.flac,8630/305213/0004/8630-305213-0004-0026.flac,2.16,2.26,2.26,2.33,2.33,2.39,8630,8630-305213-0004-0006,ST,6,10
847,S,T,IH,8630/305213/0005/8630-305213-0005-0098.flac,8630/305213/0005/8630-305213-0005-0099.flac,8630/305213/0005/8630-305213-0005-0100.flac,10.51,10.6,10.6,10.68,10.68,10.75,8630,8630-305213-0005-0023,ST,5,10
848,S,T,IY,8630/305213/0006/8630-305213-0006-0026.flac,8630/305213/0006/8630-305213-0006-0027.flac,8630/305213/0006/8630-305213-0006-0028.flac,3.4,3.49,3.49,3.57,3.57,3.61,8630,8630-305213-0006-0005,ST,5,10
849,S,T,UW,8630/305213/0006/8630-305213-0006-0061.flac,8630/305213/0006/8630-305213-0006-0062.flac,8630/305213/0006/8630-305213-0006-0063.flac,6.73,6.83,6.83,6.88,6.88,6.98,8630,8630-305213-0006-0016,ST,6,9
850,S,T,IH,8630/305213/0006/8630-305213-0006-0103.flac,8630/305213/0006/8630-305213-0006-0104.flac,8630/305213/0006/8630-305213-0006-0105.flac,11.63,11.69,11.69,11.76,11.76,11.82,8630,8630-305213-0006-0027,ST,3,8
851,S,T,IH,8630/305213/0007/8630-305213-0007-0084.flac,8630/305213/0007/8630-305213-0007-0085.flac,8630/305213/0007/8630-305213-0007-0086.flac,8.83,8.89,8.89,8.96,8.96,8.99,8630,8630-305213-0007-0024,ST,3,8
852,S,P,IH,8630/305213/0009/8630-305213-0009-0093.flac,8630/305213/0009/8630-305213-0009-0094.flac,8630/305213/0009/8630-305213-0009-0095.flac,11.53,11.62,11.62,11.69,11.69,11.72,8630,8630-305213-0009-0025,ST,5,10
853,S,T,AH,8630/305213/0009/8630-305213-0009-0105.flac,8630/305213/0009/8630-305213-0009-0106.flac,8630/305213/0009/8630-305213-0009-0107.flac,12.32,12.4,12.4,12.46,12.46,12.52,8630,8630-305213-0009-0027,ST,5,8
854,S,P,IH,8630/305213/0015/8630-305213-0015-0142.flac,8630/305213/0015/8630-305213-0015-0143.flac,8630/305213/0015/8630-305213-0015-0144.flac,14.09,14.17,14.17,14.24,14.24,14.28,8630,8630-305213-0015-0037,ST,5,9
855,S,T,AH,8630/305213/0018/8630-305213-0018-0056.flac,8630/305213/0018/8630-305213-0018-0057.flac,8630/305213/0018/8630-305213-0018-0058.flac,8.46,8.55,8.55,8.61,8.61,8.67,8630,8630-305213-0018-0021,ST,5,9
856,S,K,AH,8630/305213/0019/8630-305213-0019-0012.flac,8630/305213/0019/8630-305213-0019-0013.flac,8630/305213/0019/8630-305213-0019-0014.flac,1.09,1.18,1.18,1.25,1.25,1.3,8630,8630-305213-0019-0003,ST,5,9
857,S,P,OW,8630/305213/0019/8630-305213-0019-0097.flac,8630/305213/0019/8630-305213-0019-0098.flac,8630/305213/0019/8630-305213-0019-0099.flac,10.47,10.57,10.57,10.64,10.64,10.79,8630,8630-305213-0019-0029,ST,6,10
858,S,T,AH,8630/305213/0020/8630-305213-0020-0005.flac,8630/305213/0020/8630-305213-0020-0006.flac,8630/305213/0020/8630-305213-0020-0007.flac,0.88,0.97,0.97,1.04,1.04,1.12,8630,8630-305213-0020-0001,ST,5,10
859,S,K,EH,8630/305213/0020/8630-305213-0020-0091.flac,8630/305213/0020/8630-305213-0020-0092.flac,8630/305213/0020/8630-305213-0020-0093.flac,10.61,10.69,10.69,10.77,10.77,10.85,8630,8630-305213-0020-0023,ST,5,10
860,S,T,AH,8630/305213/0020/8630-305213-0020-0100.flac,8630/305213/0020/8630-305213-0020-0101.flac,8630/305213/0020/8630-305213-0020-0102.flac,11.31,11.34,11.34,11.42,11.42,11.48,8630,8630-305213-0020-0024,ST,1,6
861,S,K,OW,8630/305213/0021/8630-305213-0021-0101.flac,8630/305213/0021/8630-305213-0021-0102.flac,8630/305213/0021/8630-305213-0021-0103.flac,13.02,13.15,13.15,13.23,13.23,13.4,8630,8630-305213-0021-0031,ST,8,13
862,S,T,IY,8630/305213/0023/8630-305213-0023-0061.flac,8630/305213/0023/8630-305213-0023-0062.flac,8630/305213/0023/8630-305213-0023-0063.flac,7.84,7.95,7.95,8.03,8.03,8.07,8630,8630-305213-0023-0014,ST,6,11
863,S,T,IH,8630/305213/0026/8630-305213-0026-0028.flac,8630/305213/0026/8630-305213-0026-0029.flac,8630/305213/0026/8630-305213-0026-0030.flac,2.75,2.87,2.87,2.94,2.94,3.03,8630,8630-305213-0026-0008,ST,7,11
864,S,T,IY,8630/305213/0030/8630-305213-0030-0027.flac,8630/305213/0030/8630-305213-0030-0028.flac,8630/305213/0030/8630-305213-0030-0029.flac,4.69,4.8,4.8,4.88,4.88,4.95,8630,8630-305213-0030-0007,ST,6,11
865,S,T,AH,8630/305213/0030/8630-305213-0030-0052.flac,8630/305213/0030/8630-305213-0030-0053.flac,8630/305213/0030/8630-305213-0030-0054.flac,7.33,7.4,7.4,7.47,7.47,7.53,8630,8630-305213-0030-0012,ST,4,8
866,S,T,ER,8630/305213/0031/8630-305213-0031-0036.flac,8630/305213/0031/8630-305213-0031-0037.flac,8630/305213/0031/8630-305213-0031-0038.flac,3.77,3.88,3.88,3.96,3.96,4.03,8630,8630-305213-0031-0011,ST,6,11
867,S,P,OW,8630/305213/0031/8630-305213-0031-0042.flac,8630/305213/0031/8630-305213-0031-0043.flac,8630/305213/0031/8630-305213-0031-0044.flac,4.21,4.29,4.29,4.36,4.36,4.46,8630,8630-305213-0031-0013,ST,5,9
868,S,T,AA,8630/305213/0031/8630-305213-0031-0073.flac,8630/305213/0031/8630-305213-0031-0074.flac,8630/305213/0031/8630-305213-0031-0075.flac,6.94,7.01,7.01,7.08,7.08,7.17,8630,8630-305213-0031-0021,ST,4,8
869,S,T,AH,8630/305213/0031/8630-305213-0031-0104.flac,8630/305213/0031/8630-305213-0031-0105.flac,8630/305213/0031/8630-305213-0031-0106.flac,9.59,9.68,9.68,9.74,9.74,9.81,8630,8630-305213-0031-0030,ST,5,9
870,S,T,AE,8630/305213/0031/8630-305213-0031-0143.flac,8630/305213/0031/8630-305213-0031-0144.flac,8630/305213/0031/8630-305213-0031-0145.flac,14.11,14.2,14.2,14.27,14.27,14.38,8630,8630-305213-0031-0040,ST,5,10
871,S,T,IY,8630/305213/0032/8630-305213-0032-0039.flac,8630/305213/0032/8630-305213-0032-0040.flac,8630/305213/0032/8630-305213-0032-0041.flac,4.56,4.66,4.66,4.75,4.75,4.79,8630,8630-305213-0032-0009,ST,6,11
872,S,K,AH,8630/305213/0033/8630-305213-0033-0097.flac,8630/305213/0033/8630-305213-0033-0098.flac,8630/305213/0033/8630-305213-0033-0099.flac,12.24,12.33,12.33,12.42,12.42,12.49,8630,8630-305213-0033-0023,ST,5,11
873,S,T,AE,8630/305213/0034/8630-305213-0034-0053.flac,8630/305213/0034/8630-305213-0034-0054.flac,8630/305213/0034/8630-305213-0034-0055.flac,5.04,5.13,5.13,5.2,5.2,5.39,8630,8630-305213-0034-0015,ST,5,10
874,S,T,IY,8630/305213/0034/8630-305213-0034-0141.flac,8630/305213/0034/8630-305213-0034-0142.flac,8630/305213/0034/8630-305213-0034-0143.flac,14.97,15.07,15.07,15.15,15.15,15.2,8630,8630-305213-0034-0031,ST,6,11
875,S,T,IY,8630/305213/0038/8630-305213-0038-0023.flac,8630/305213/0038/8630-305213-0038-0024.flac,8630/305213/0038/8630-305213-0038-0025.flac,3.17,3.23,3.23,3.31,3.31,3.34,8630,8630-305213-0038-0005,ST,3,8
876,S,T,UW,8630/305213/0039/8630-305213-0039-0047.flac,8630/305213/0039/8630-305213-0039-0048.flac,8630/305213/0039/8630-305213-0039-0049.flac,4.91,5.01,5.01,5.05,5.05,5.15,8630,8630-305213-0039-0013,ST,6,8
877,S,T,ER,8630/305213/0042/8630-305213-0042-0009.flac,8630/305213/0042/8630-305213-0042-0010.flac,8630/305213/0042/8630-305213-0042-0011.flac,0.77,0.87,0.87,0.95,0.95,1.01,8630,8630-305213-0042-0002,ST,6,11
878,S,T,AY,8630/305213/0042/8630-305213-0042-0075.flac,8630/305213/0042/8630-305213-0042-0076.flac,8630/305213/0042/8630-305213-0042-0077.flac,9.26,9.37,9.37,9.43,9.43,9.67,8630,8630-305213-0042-0019,ST,6,10
879,S,P,AY,8630/305213/0043/8630-305213-0043-0003.flac,8630/305213/0043/8630-305213-0043-0004.flac,8630/305213/0043/8630-305213-0043-0005.flac,0.32,0.42,0.42,0.52,0.52,0.71,8630,8630-305213-0043-0000,ST,6,12
880,S,K,AH,8630/305213/0043/8630-305213-0043-0054.flac,8630/305213/0043/8630-305213-0043-0055.flac,8630/305213/0043/8630-305213-0043-0056.flac,5.15,5.24,5.24,5.32,5.32,5.41,8630,8630-305213-0043-0014,ST,5,10
881,S,T,IY,8630/305213/0046/8630-305213-0046-0126.flac,8630/305213/0046/8630-305213-0046-0127.flac,8630/305213/0046/8630-305213-0046-0128.flac,14.68,14.79,14.79,14.88,14.88,14.93,8630,8630-305213-0046-0027,ST,6,12
882,S,T,IH,8630/305213/0049/8630-305213-0049-0064.flac,8630/305213/0049/8630-305213-0049-0065.flac,8630/305213/0049/8630-305213-0049-0066.flac,6.34,6.41,6.41,6.47,6.47,6.56,8630,8630-305213-0049-0016,ST,4,8
883,S,K,AH,8630/305213/0050/8630-305213-0050-0021.flac,8630/305213/0050/8630-305213-0050-0022.flac,8630/305213/0050/8630-305213-0050-0023.flac,1.76,1.86,1.86,1.96,1.96,2.08,8630,8630-305213-0050-0005,ST,6,12
884,S,P,EH,8630/305213/0050/8630-305213-0050-0068.flac,8630/305213/0050/8630-305213-0050-0069.flac,8630/305213/0050/8630-305213-0050-0070.flac,7.23,7.32,7.32,7.39,7.39,7.49,8630,8630-305213-0050-0016,ST,5,9
885,S,T,IH,8630/305213/0050/8630-305213-0050-0104.flac,8630/305213/0050/8630-305213-0050-0105.flac,8630/305213/0050/8630-305213-0050-0106.flac,11.06,11.15,11.15,11.21,11.21,11.26,8630,8630-305213-0050-0025,ST,5,9
886,S,T,IY,8630/305213/0051/8630-305213-0051-0034.flac,8630/305213/0051/8630-305213-0051-0035.flac,8630/305213/0051/8630-305213-0051-0036.flac,4.16,4.24,4.24,4.31,4.31,4.34,8630,8630-305213-0051-0007,ST,5,9
887,S,T,IY,8630/305213/0053/8630-305213-0053-0072.flac,8630/305213/0053/8630-305213-0053-0073.flac,8630/305213/0053/8630-305213-0053-0074.flac,8.37,8.47,8.47,8.56,8.56,8.59,8630,8630-305213-0053-0016,ST,6,11
888,S,P,AA,8630/305213/0053/8630-305213-0053-0104.flac,8630/305213/0053/8630-305213-0053-0105.flac,8630/305213/0053/8630-305213-0053-0106.flac,11.5,11.58,11.58,11.67,11.67,11.78,8630,8630-305213-0053-0026,ST,5,10
889,S,T,EY,909/131041/0000/909-131041-0000-0045.flac,909/131041/0000/909-131041-0000-0046.flac,909/131041/0000/909-131041-0000-0047.flac,3.38,3.45,3.45,3.54,3.54,3.67,909,909-131041-0000-0011,ST,4,10
890,S,T,AH,909/131041/0000/909-131041-0000-0075.flac,909/131041/0000/909-131041-0000-0076.flac,909/131041/0000/909-131041-0000-0077.flac,5.68,5.74,5.74,5.79,5.79,5.84,909,909-131041-0000-0019,ST,3,6
891,S,K,EY,909/131041/0000/909-131041-0000-0104.flac,909/131041/0000/909-131041-0000-0105.flac,909/131041/0000/909-131041-0000-0106.flac,8.19,8.3,8.3,8.39,8.39,8.52,909,909-131041-0000-0025,ST,6,12
892,S,P,EH,909/131041/0003/909-131041-0003-0028.flac,909/131041/0003/909-131041-0003-0029.flac,909/131041/0003/909-131041-0003-0030.flac,2.43,2.53,2.53,2.6,2.6,2.69,909,909-131041-0003-0009,ST,6,10
893,S,T,EY,909/131041/0003/909-131041-0003-0163.flac,909/131041/0003/909-131041-0003-0164.flac,909/131041/0003/909-131041-0003-0165.flac,15.26,15.35,15.35,15.43,15.43,15.57,909,909-131041-0003-0038,ST,5,10
894,S,T,AE,909/131041/0004/909-131041-0004-0018.flac,909/131041/0004/909-131041-0004-0019.flac,909/131041/0004/909-131041-0004-0020.flac,1.52,1.58,1.58,1.67,1.67,1.74,909,909-131041-0004-0003,ST,3,9
895,S,T,AH,909/131041/0005/909-131041-0005-0116.flac,909/131041/0005/909-131041-0005-0117.flac,909/131041/0005/909-131041-0005-0118.flac,9.51,9.57,9.57,9.64,9.64,9.68,909,909-131041-0005-0023,ST,3,8
896,S,T,AH,909/131041/0006/909-131041-0006-0047.flac,909/131041/0006/909-131041-0006-0048.flac,909/131041/0006/909-131041-0006-0049.flac,3.71,3.77,3.77,3.82,3.82,3.86,909,909-131041-0006-0011,ST,3,6
897,S,T,EY,909/131041/0007/909-131041-0007-0155.flac,909/131041/0007/909-131041-0007-0156.flac,909/131041/0007/909-131041-0007-0157.flac,13.38,13.48,13.48,13.57,13.57,13.74,909,909-131041-0007-0039,ST,6,11
898,S,T,EY,909/131041/0008/909-131041-0008-0022.flac,909/131041/0008/909-131041-0008-0023.flac,909/131041/0008/909-131041-0008-0024.flac,1.99,2.08,2.08,2.16,2.16,2.32,909,909-131041-0008-0007,ST,5,10
899,S,P,OW,909/131041/0008/909-131041-0008-0075.flac,909/131041/0008/909-131041-0008-0076.flac,909/131041/0008/909-131041-0008-0077.flac,6.98,7.05,7.05,7.13,7.13,7.26,909,909-131041-0008-0019,ST,4,9
